text,is_retweet,time,text_cleaned,slogans,love trumps hate,stronger together,hillary for america,i'm with her,maga,make america great again,america first,Cliton,Trump
Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS,False,2016-08-12T17:36:31,"['unbelievable', 'support', 'in', 'florida', 'last', 'night', 'thank', 'you']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA
https://t.co/wnpVlq6oe4 https://t.co/32gdX684ew",False,2016-08-10T20:37:58,"['great', 'meeting', 'w', 'coal', 'miners', 'amp', 'leaders', 'from', 'the', 'virginia', 'coal', 'industry', 'thank', 'you']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"""@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary""",False,2016-08-09T12:02:25,"['loved', 'trumps', 'answers', 'to', 'voters', 'questions', 'this', 'morning', 'trumps', 'economic', 'plan', 'will', 'help']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s",False,2016-08-07T02:19:37,"['thank', 'you', 'windham', 'new', 'hampshire']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",False,2016-08-06T02:44:55,"['thank', 'you', 'green', 'bay', 'wisconsin', 'governor', 'and', 'i', 'will', 'be', 'back', 'soon']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",False,2016-08-05T22:42:08,"['thank', 'you', 'des', 'moines', 'iowa', 'governor', 'and', 'i', 'appreciate', 'your', 'support']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB",False,2016-08-04T15:17:01,"['looking', 'forward', 'to', 'ia', 'amp', 'wi', 'with', 'gov', 'pence', 'tomorrow', 'join', 'us']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk",False,2016-08-03T23:10:41,"['thank', 'you', 'for', 'your', 'support', 'of', 'my', 'candidacy']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc",False,2016-08-03T22:10:11,"['thank', 'you', 'to', 'the', 'amazing', 'law', 'enforcement', 'officers', 'today', 'in', 'daytona', 'beach', 'florida']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",False,2016-08-02T01:58:48,"['just', 'leaving', 'mechanicsburg', 'pa', 'incredible', 'crowd', 'so', 'enthusiastic', 'will', 'be', 'back', 'soon']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
".@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA🇺🇸 https://t.co/aFLka9ZJRn",True,2016-08-02T01:40:37,"['stops', 'by', 'overflow', 'room', 'in', 'mechanicsburg', 'pennsylvania', 'prior', 'to', 'main', 'rally']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,False,2016-08-01T21:42:57,"['crooked', 'hillary', 'clinton', 'is', '100', 'owned', 'by', 'her', 'donors']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",False,2016-08-01T20:42:50,"['thank', 'you', 'columbus', 'ohio', 'i', 'will', 'be', 'back', 'soon']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l",False,2016-07-30T14:05:54,"['join', 'me', 'monday', 'in', 'columbus', 'ohio', 'amp', 'harrisburg', 'pennsylvania', '3pm', 'in', 'oh', '7pm', 'in', 'pa']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic,False,2016-07-28T21:08:32,"['great', 'to', 'be', 'back', 'in', 'iowa', 'with', 'joining', 'me', 'in', 'davenport', 'this', 'past', 'winter']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA
Tickets: https://t.co/sNfhyGeaAH",True,2016-07-28T15:48:56,"['good', 'morning', 'join', 'me', 'in', 'lima', 'ohio', 'tomorrow', 'evening', 'at', '7pm', 'tickets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw,False,2016-07-27T19:15:42,"['thank', 'you', 'to', 'our', 'amazing', 'law', 'enforcement', 'officers']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA
Tickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF",False,2016-07-26T17:53:40,"['join', 'us', 'in', 'toledo', 'ohio', 'tomorrow', 'night', 'at', '8pm', 'tickets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Join us tomorrow in Scranton, Pennsylvania at 3pm!
#TrumpPence16 #MAGA 
Tickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp",False,2016-07-26T17:43:45,"['join', 'us', 'tomorrow', 'in', 'scranton', 'pennsylvania', 'at', '3pm', 'tickets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA",False,2016-07-25T14:05:27,"['great', 'poll', 'numbers', 'are', 'coming', 'out', 'all', 'over', 'people', 'dont', 'want', 'another', 'four', 'years', 'of', 'obama', 'and', 'crooked', 'hillary', 'would', 'be', 'even', 'worse']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD,False,2016-07-21T04:00:25,"['make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,False,2016-07-19T23:52:59,"['such', 'a', 'great', 'honor', 'to', 'be', 'the', 'republican', 'nominee', 'for', 'president', 'of', 'the', 'united', 'states', 'i', 'will', 'work', 'hard', 'and', 'never', 'let', 'you', 'down', 'america', 'first']",['america first'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",False,2016-07-18T20:48:00,"['is', 'the', 'worstthey', 'go', 'to', 'their', 'dumb', 'onesided', 'panels', 'when', 'a', 'podium', 'speaker', 'is', 'for', 'trump', 'vast', 'majority', 'want', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,False,2016-07-17T04:19:05,"['we', 'are', 'going', 'to', 'have', 'a', 'great', 'time', 'in', 'cleveland', 'will', 'lead', 'to', 'special', 'results', 'for', 'our', 'country', 'we', 'will', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,False,2016-07-17T03:15:22,"['thank', 'you', 'to', 'chris', 'cox', 'and', 'bikers', 'for', 'trump', 'your', 'support', 'has', 'been', 'amazing', 'i', 'will', 'never', 'forget', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,False,2016-07-15T14:31:18,"['is', 'never', 'more', 'they', 'were', 'crushed', 'last', 'night', 'in', 'cleveland', 'at', 'rules', 'committee', 'by', 'a', 'vote', 'of', '8712', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",False,2016-06-30T19:30:54,"['the', 'reason', 'i', 'put', 'up', 'approximately', '50', 'million', 'for', 'my', 'successful', 'primary', 'campaign', 'is', 'very', 'simple', 'i', 'want', 'to', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb,False,2016-06-29T14:39:13,"['new', 'q', 'poll', 'out', 'we', 'are', 'going', 'to', 'win', 'the', 'whole', 'deal', 'and', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"""@Patricia_Graf:  @GovBrewer @cvpayne let's get Trump supporters out in massive numbers and make America Great Again - create jobs""",False,2016-06-28T19:24:26,"['lets', 'get', 'trump', 'supporters', 'out', 'in', 'massive', 'numbers', 'and', 'make', 'america', 'great', 'again', 'create', 'jobs']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing &amp; we're taking our country BACK. #Trump2016🇺🇸 #MAGA",False,2016-06-27T01:33:10,"['trump', 'voters', 'dont', 'scare', 'or', 'back', 'down', 'our', 'numbers', 'are', 'growing', 'amp', 'were', 'taking', 'our', 'country', 'back']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT",False,2016-06-18T20:08:18,"['make', 'america', 'great', 'again', 'make', 'america', 'safe', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,False,2016-06-17T11:24:04,"['make', 'america', 'great', 'again', 'make', 'america', 'safe', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing.",False,2016-06-17T10:09:42,"['the', 'media', 'attack', 'on', 'is', 'relentless', 'they', 'are', 'desperate', 'but', 'they', 'keep', 'in', 'the', 'news', 'a', 'good', 'thing']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
AMERICA FIRST!,False,2016-06-14T12:28:16,"['america', 'first']",['america first'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #Trump2016 
https://t.co/42OpVsjXjp",False,2016-06-08T20:27:28,"['make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"Then, on June 25th- back to the USA to MAKE AMERICA GREAT AGAIN!",False,2016-06-03T03:42:51,"['then', 'on', 'june', '25th', 'back', 'to', 'the', 'usa', 'to', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"""@TaylorEdwards99: THIS IS @POTUS'S LEGACY! AN ABSOLUTE DISASTER!!! WE NEED @realDonaldTrump NOW!! #MAGA #TRUMP2016 https://t.co/lBgZJg0zd1",False,2016-06-02T22:20:29,"['this', 'is', 's', 'legacy', 'an', 'absolute', 'disaster', 'we', 'need', 'now']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
So great to have the endorsement and support of Paul Ryan. We will both be working very hard to Make America Great Again!,False,2016-06-02T21:12:54,"['so', 'great', 'to', 'have', 'the', 'endorsement', 'and', 'support', 'of', 'paul', 'ryan', 'we', 'will', 'both', 'be', 'working', 'very', 'hard', 'to', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
Have a great Memorial Day and remember that we will soon MAKE AMERICA GREAT AGAIN!,False,2016-05-30T11:26:47,"['have', 'a', 'great', 'memorial', 'day', 'and', 'remember', 'that', 'we', 'will', 'soon', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no",False,2016-05-27T14:10:07,"['an', 'america', 'first', 'energy', 'plan']",['america first'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
"""@gordonsr1052:  Washington, BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!""",False,2016-05-25T05:47:45,"['washington', 'big', 'thank', 'you', 'for', 'supporting', 'trump', 'we', 'are', 'all', 'going', 'to', 'help', 'trump', 'make', 'america', 'great', 'again', 'trump2016']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"""@tcloer11: @realDonaldTrump Great job! Make America Great Again!""",False,2016-05-25T05:41:30,"['great', 'job', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
